Filename,Corpus,<# untagged words>,<# no-rules words>,<# tags>,<# words>,<# tokens>
SF The Presidio Travelodge (304)_3879,HotelReviews,100.0,0.0,43,43,91
SF  The Chancellor (303)_3599,HotelReviews,100.0,0.0,71,71,149
SF The Presidio Travelodge (304)_4083,HotelReviews,100.0,0.0,238,236,502
SF The Presidio Travelodge (304)_3866,HotelReviews,100.0,0.0,34,34,73
Chicago The Talbott (309)_2970,HotelReviews,100.0,0.0,27,27,63
Chicago Radisson Blu Aqua (330)_3285,HotelReviews,100.0,0.0,71,71,155
NY The Surrey (300)_4930,HotelReviews,100.0,0.0,86,86,183
SF  The Chancellor (303)_3674,HotelReviews,100.0,0.0,94,92,202
Madison DoubleTree (255)_2235,HotelReviews,100.0,0.0,146,146,310
NY The Surrey (300)_4929,HotelReviews,100.0,0.0,148,146,317
Chicago - La Quinta Inn & Suites (235)_3529,HotelReviews,100.0,0.0,84,82,178
SF  The Chancellor (303)_3729,HotelReviews,100.0,0.0,169,169,361
NY TRYP by Windham Times Square (200)_5115,HotelReviews,100.0,0.0,86,85,183
SF The Presidio Travelodge (304)_3872,HotelReviews,100.0,0.0,37,36,79
NY The Surrey (300)_4848,HotelReviews,100.0,0.0,150,150,314
Chicago - La Quinta Inn & Suites (235)_3346,HotelReviews,100.0,0.0,136,136,287
Chicago Radisson Blu Aqua (330)_3053,HotelReviews,100.0,0.0,41,41,90
NY TRYP by Windham Times Square (200)_5178,HotelReviews,100.0,0.0,74,74,157
NY The Iroquois (300)_4532,HotelReviews,100.0,0.0,31,31,66
Madison Concourse Hotel (337)_2278,HotelReviews,100.0,0.0,55,55,118
Chicago The Talbott (309)_2912,HotelReviews,100.0,0.0,56,56,120
SF The Presidio Travelodge (304)_3960,HotelReviews,100.0,0.0,251,250,533
SF  The Chancellor (303)_3730,HotelReviews,100.0,0.0,153,152,317
Chicago The Talbott (309)_2809,HotelReviews,100.0,0.0,28,28,62
Madison Concourse Hotel (337)_2323,HotelReviews,100.0,0.0,197,194,415
Chicago - La Quinta Inn & Suites (235)_3392,HotelReviews,100.0,0.0,51,50,107
SF The Presidio Travelodge (304)_3952,HotelReviews,100.0,0.0,153,152,322
SF Renaissance Stanford Court (306)_4165,HotelReviews,100.0,0.0,149,149,308
SF The Presidio Travelodge (304)_4054,HotelReviews,100.0,0.0,120,119,255
NY The Surrey (300)_5053,HotelReviews,100.0,0.0,75,75,159
SF The Presidio Travelodge (304)_3929,HotelReviews,100.0,0.0,94,94,198
Madison DoubleTree (255)_2196,HotelReviews,100.0,0.0,51,50,110
NY TRYP by Windham Times Square (200)_5229,HotelReviews,100.0,0.0,132,131,276
SF The Presidio Travelodge (304)_4124,HotelReviews,100.0,0.0,92,92,199
Chicago The Talbott (309)_2798,HotelReviews,100.0,0.0,51,51,114
SF The Presidio Travelodge (304)_4027,HotelReviews,100.0,0.0,107,107,223
NY The Iroquois (300)_4552,HotelReviews,100.0,0.0,129,128,279
NY The Surrey (300)_4877,HotelReviews,100.0,0.0,130,128,275
NY The Iroquois (300)_4734,HotelReviews,100.0,0.0,217,217,463
Madison DoubleTree (255)_2170,HotelReviews,100.0,0.0,41,41,88
Madison Concourse Hotel (337)_2364,HotelReviews,100.0,0.0,15,15,31
NY The Surrey (300)_4943,HotelReviews,100.0,0.0,72,72,150
Madison Concourse Hotel (337)_2401,HotelReviews,100.0,0.0,44,41,95
SF  The Chancellor (303)_3744,HotelReviews,100.0,0.0,49,49,104
NY TRYP by Windham Times Square (200)_5253,HotelReviews,100.0,0.0,47,47,101
SF The Presidio Travelodge (304)_4110,HotelReviews,100.0,0.0,452,447,953
Chicago - La Quinta Inn & Suites (235)_3444,HotelReviews,100.0,0.0,243,242,506
Chicago The Talbott (309)_2763,HotelReviews,100.0,0.0,35,35,78
NY The Surrey (300)_4973,HotelReviews,100.0,0.0,50,50,107
SF The Presidio Travelodge (304)_4145,HotelReviews,100.0,0.0,94,94,201
Chicago - La Quinta Inn & Suites (235)_3429,HotelReviews,100.0,0.0,57,57,128
NY The Surrey (300)_5039,HotelReviews,100.0,0.0,224,222,461
Chicago Radisson Blu Aqua (330)_3293,HotelReviews,100.0,0.0,131,128,273
NY The Iroquois (300)_4723,HotelReviews,100.0,0.0,97,97,206
NY The Iroquois (300)_4704,HotelReviews,100.0,0.0,49,48,104
NY The Iroquois (300)_4747,HotelReviews,100.0,0.0,87,87,181
Chicago Radisson Blu Aqua (330)_3037,HotelReviews,100.0,0.0,60,60,128
SF Renaissance Stanford Court (306)_4395,HotelReviews,100.0,0.0,163,163,338
SF The Presidio Travelodge (304)_3933,HotelReviews,100.0,0.0,37,37,76
SF Renaissance Stanford Court (306)_4372,HotelReviews,100.0,0.0,50,50,105
Chicago Radisson Blu Aqua (330)_3047,HotelReviews,100.0,0.0,56,56,126
Madison DoubleTree (255)_2110,HotelReviews,100.0,0.0,60,60,129
SF  The Chancellor (303)_3830,HotelReviews,100.0,0.0,31,31,70
NY The Surrey (300)_4992,HotelReviews,100.0,0.0,285,282,597
Chicago Radisson Blu Aqua (330)_3122,HotelReviews,100.0,0.0,33,33,74
Chicago The Talbott (309)_2940,HotelReviews,100.0,0.0,63,61,132
SF  The Chancellor (303)_3756,HotelReviews,100.0,0.0,135,135,286
SF  The Chancellor (303)_3815,HotelReviews,100.0,0.0,278,274,592
SF The Presidio Travelodge (304)_4108,HotelReviews,100.0,0.0,92,92,197
SF Renaissance Stanford Court (306)_4213,HotelReviews,100.0,0.0,51,50,110
NY The Iroquois (300)_4655,HotelReviews,100.0,0.0,344,337,729
Chicago Radisson Blu Aqua (330)_3032,HotelReviews,100.0,0.0,70,70,150
SF Renaissance Stanford Court (306)_4341,HotelReviews,100.0,0.0,81,81,174
Madison DoubleTree (255)_2086,HotelReviews,100.0,0.0,20,20,44
SF Renaissance Stanford Court (306)_4220,HotelReviews,100.0,0.0,106,104,220
NY The Iroquois (300)_4480,HotelReviews,100.0,0.0,104,104,220
Chicago - La Quinta Inn & Suites (235)_3437,HotelReviews,100.0,0.0,54,54,112
SF The Presidio Travelodge (304)_4121,HotelReviews,100.0,0.0,47,45,98
Chicago The Talbott (309)_2712,HotelReviews,100.0,0.0,127,126,272
Chicago Radisson Blu Aqua (330)_3228,HotelReviews,100.0,0.0,190,185,398
Madison Concourse Hotel (337)_2437,HotelReviews,100.0,0.0,50,50,104
Madison DoubleTree (255)_2266,HotelReviews,100.0,0.0,67,67,144
Madison Concourse Hotel (337)_2518,HotelReviews,100.0,0.0,125,124,262
SF Renaissance Stanford Court (306)_4305,HotelReviews,100.0,0.0,198,193,412
Chicago Radisson Blu Aqua (330)_3240,HotelReviews,100.0,0.0,567,564,1202
Madison DoubleTree (255)_2089,HotelReviews,100.0,0.0,66,66,138
Chicago The Talbott (309)_2946,HotelReviews,100.0,0.0,80,78,170
Madison Concourse Hotel (337)_2563,HotelReviews,100.0,0.0,242,242,511
NY The Surrey (300)_4780,HotelReviews,100.0,0.0,187,187,399
NY The Surrey (300)_5015,HotelReviews,100.0,0.0,181,178,380
SF  The Chancellor (303)_3747,HotelReviews,100.0,0.0,122,122,255
SF  The Chancellor (303)_3619,HotelReviews,100.0,0.0,96,96,204
Madison Concourse Hotel (337)_2567,HotelReviews,100.0,0.0,111,110,235
NY The Surrey (300)_4919,HotelReviews,100.0,0.0,179,176,381
Chicago The Talbott (309)_2819,HotelReviews,100.0,0.0,127,126,264
NY The Surrey (300)_4895,HotelReviews,100.0,0.0,121,115,248
Chicago The Talbott (309)_2848,HotelReviews,100.0,0.0,105,105,224
Chicago The Talbott (309)_2853,HotelReviews,100.0,0.0,95,95,205
Chicago Radisson Blu Aqua (330)_3081,HotelReviews,100.0,0.0,66,66,141
SF The Presidio Travelodge (304)_4084,HotelReviews,100.0,0.0,379,375,787
Madison DoubleTree (255)_2205,HotelReviews,100.0,0.0,175,175,370
NY The Surrey (300)_4911,HotelReviews,100.0,0.0,62,62,131
NY TRYP by Windham Times Square (200)_5181,HotelReviews,100.0,0.0,60,60,127
Chicago The Talbott (309)_2750,HotelReviews,100.0,0.0,184,184,388
Madison DoubleTree (255)_2221,HotelReviews,100.0,0.0,288,286,610
Chicago The Talbott (309)_2880,HotelReviews,100.0,0.0,27,27,58
SF The Presidio Travelodge (304)_3908,HotelReviews,100.0,0.0,25,25,51
Chicago Radisson Blu Aqua (330)_3312,HotelReviews,100.0,0.0,220,220,461
NY The Iroquois (300)_4583,HotelReviews,100.0,0.0,120,118,254
Madison Concourse Hotel (337)_2521,HotelReviews,100.0,0.0,242,236,510
Madison DoubleTree (255)_2157,HotelReviews,100.0,0.0,165,165,350
SF Renaissance Stanford Court (306)_4236,HotelReviews,100.0,0.0,63,63,135
NY The Iroquois (300)_4762,HotelReviews,100.0,0.0,101,100,209
Madison Concourse Hotel (337)_2479,HotelReviews,100.0,0.0,55,55,114
Chicago Radisson Blu Aqua (330)_3206,HotelReviews,100.0,0.0,40,40,87
Chicago - La Quinta Inn & Suites (235)_3352,HotelReviews,100.0,0.0,65,64,138
Chicago Radisson Blu Aqua (330)_3165,HotelReviews,100.0,0.0,99,98,211
NY The Surrey (300)_4920,HotelReviews,100.0,0.0,310,306,648
Chicago The Talbott (309)_2842,HotelReviews,100.0,0.0,352,351,753
Madison Concourse Hotel (337)_2345,HotelReviews,100.0,0.0,136,132,287
NY The Iroquois (300)_4501,HotelReviews,100.0,0.0,135,135,282
NY TRYP by Windham Times Square (200)_5201,HotelReviews,100.0,0.0,191,190,395
Chicago The Talbott (309)_2934,HotelReviews,100.0,0.0,116,116,244
Madison DoubleTree (255)_2053,HotelReviews,100.0,0.0,100,100,213
SF The Presidio Travelodge (304)_4157,HotelReviews,100.0,0.0,136,135,285
Madison Concourse Hotel (337)_2355,HotelReviews,100.0,0.0,97,97,205
NY TRYP by Windham Times Square (200)_5217,HotelReviews,100.0,0.0,131,130,279
Chicago Radisson Blu Aqua (330)_3289,HotelReviews,100.0,0.0,60,60,130
NY TRYP by Windham Times Square (200)_5207,HotelReviews,100.0,0.0,182,182,381
SF The Presidio Travelodge (304)_4002,HotelReviews,100.0,0.0,318,316,676
NY The Surrey (300)_4802,HotelReviews,100.0,0.0,83,83,173
NY The Iroquois (300)_4628,HotelReviews,100.0,0.0,205,204,435
NY The Iroquois (300)_4716,HotelReviews,100.0,0.0,143,142,300
Madison DoubleTree (255)_2062,HotelReviews,100.0,0.0,37,35,79
NY The Iroquois (300)_4737,HotelReviews,100.0,0.0,117,117,249
Chicago Radisson Blu Aqua (330)_3237,HotelReviews,100.0,0.0,41,41,88
NY TRYP by Windham Times Square (200)_5132,HotelReviews,100.0,0.0,214,214,452
Chicago Radisson Blu Aqua (330)_3061,HotelReviews,100.0,0.0,141,141,294
Chicago Radisson Blu Aqua (330)_3279,HotelReviews,100.0,0.0,168,168,347
Chicago The Talbott (309)_2724,HotelReviews,100.0,0.0,129,124,268
NY The Surrey (300)_5005,HotelReviews,100.0,0.0,134,132,285
SF The Presidio Travelodge (304)_4028,HotelReviews,100.0,0.0,90,90,189
SF Renaissance Stanford Court (306)_4379,HotelReviews,100.0,0.0,153,151,327
NY The Iroquois (300)_4669,HotelReviews,100.0,0.0,135,135,282
SF  The Chancellor (303)_3829,HotelReviews,100.0,0.0,165,165,346
NY TRYP by Windham Times Square (200)_5161,HotelReviews,100.0,0.0,134,130,284
Madison Concourse Hotel (337)_2533,HotelReviews,100.0,0.0,140,139,290
Chicago The Talbott (309)_2770,HotelReviews,100.0,0.0,132,132,282
NY The Iroquois (300)_4535,HotelReviews,100.0,0.0,254,254,539
Madison Concourse Hotel (337)_2423,HotelReviews,100.0,0.0,75,75,162
Chicago Radisson Blu Aqua (330)_3121,HotelReviews,100.0,0.0,116,115,247
NY The Iroquois (300)_4483,HotelReviews,100.0,0.0,130,130,279
Madison Concourse Hotel (337)_2408,HotelReviews,100.0,0.0,67,67,141
Chicago Radisson Blu Aqua (330)_3097,HotelReviews,100.0,0.0,152,152,324
NY The Surrey (300)_4987,HotelReviews,100.0,0.0,60,58,128
Chicago The Talbott (309)_2687,HotelReviews,100.0,0.0,276,275,588
Madison DoubleTree (255)_2149,HotelReviews,100.0,0.0,26,26,57
SF  The Chancellor (303)_3580,HotelReviews,100.0,0.0,94,94,198
Madison Concourse Hotel (337)_2277,HotelReviews,100.0,0.0,88,86,183
Chicago The Talbott (309)_2952,HotelReviews,100.0,0.0,20,20,45
Chicago The Talbott (309)_2894,HotelReviews,100.0,0.0,183,181,380
SF The Presidio Travelodge (304)_3976,HotelReviews,100.0,0.0,54,54,114
NY The Surrey (300)_4881,HotelReviews,100.0,0.0,261,261,537
Madison DoubleTree (255)_2018,HotelReviews,100.0,0.0,98,95,210
NY TRYP by Windham Times Square (200)_5086,HotelReviews,100.0,0.0,33,33,74
Chicago - La Quinta Inn & Suites (235)_3548,HotelReviews,100.0,0.0,147,147,310
NY The Surrey (300)_4982,HotelReviews,100.0,0.0,306,305,634
Madison DoubleTree (255)_2183,HotelReviews,100.0,0.0,117,116,256
Madison Concourse Hotel (337)_2375,HotelReviews,100.0,0.0,67,67,152
Chicago - La Quinta Inn & Suites (235)_3372,HotelReviews,100.0,0.0,50,50,107
Chicago Radisson Blu Aqua (330)_3050,HotelReviews,100.0,0.0,59,59,128
Madison HotelRED (69)_2655,HotelReviews,100.0,0.0,149,148,315
NY TRYP by Windham Times Square (200)_5101,HotelReviews,100.0,0.0,39,39,85
SF The Presidio Travelodge (304)_3979,HotelReviews,100.0,0.0,109,108,244
Chicago - La Quinta Inn & Suites (235)_3526,HotelReviews,100.0,0.0,62,61,132
Chicago The Talbott (309)_2838,HotelReviews,100.0,0.0,131,131,271
NY TRYP by Windham Times Square (200)_5143,HotelReviews,100.0,0.0,238,238,493
NY The Iroquois (300)_4489,HotelReviews,100.0,0.0,161,160,337
SF The Presidio Travelodge (304)_3861,HotelReviews,100.0,0.0,342,333,723
Chicago - La Quinta Inn & Suites (235)_3547,HotelReviews,100.0,0.0,157,152,340
NY The Iroquois (300)_4492,HotelReviews,100.0,0.0,109,102,226
Chicago Radisson Blu Aqua (330)_2995,HotelReviews,100.0,0.0,130,129,278
Madison Concourse Hotel (337)_2311,HotelReviews,100.0,0.0,125,124,265
Madison Concourse Hotel (337)_2365,HotelReviews,100.0,0.0,42,42,88
NY The Surrey (300)_4912,HotelReviews,100.0,0.0,71,71,151
NY The Surrey (300)_5018,HotelReviews,100.0,0.0,83,83,174
SF  The Chancellor (303)_3557,HotelReviews,100.0,0.0,57,57,121
SF  The Chancellor (303)_3611,HotelReviews,100.0,0.0,58,58,121
NY TRYP by Windham Times Square (200)_5068,HotelReviews,100.0,0.0,44,44,95
SF The Presidio Travelodge (304)_3954,HotelReviews,100.0,0.0,322,319,679
SF The Presidio Travelodge (304)_4039,HotelReviews,100.0,0.0,145,145,304
SF The Presidio Travelodge (304)_4073,HotelReviews,100.0,0.0,73,69,154
Chicago The Talbott (309)_2806,HotelReviews,100.0,0.0,58,58,125
Madison Concourse Hotel (337)_2559,HotelReviews,100.0,0.0,245,243,522
NY The Surrey (300)_4776,HotelReviews,100.0,0.0,238,238,501
Madison HotelRED (69)_2613,HotelReviews,100.0,0.0,81,79,173
SF  The Chancellor (303)_3797,HotelReviews,100.0,0.0,92,92,193
NY The Iroquois (300)_4703,HotelReviews,100.0,0.0,258,258,540
SF The Presidio Travelodge (304)_4109,HotelReviews,100.0,0.0,210,208,442
NY The Surrey (300)_4845,HotelReviews,100.0,0.0,79,76,161
NY The Surrey (300)_4806,HotelReviews,100.0,0.0,98,97,209
Chicago Radisson Blu Aqua (330)_3017,HotelReviews,100.0,0.0,320,318,672
Madison DoubleTree (255)_2247,HotelReviews,100.0,0.0,88,86,192
SF Renaissance Stanford Court (306)_4433,HotelReviews,100.0,0.0,173,172,369
Chicago The Talbott (309)_2872,HotelReviews,100.0,0.0,72,72,151
NY TRYP by Windham Times Square (200)_5223,HotelReviews,100.0,0.0,40,40,85
NY The Surrey (300)_4945,HotelReviews,100.0,0.0,350,341,732
Madison Concourse Hotel (337)_2438,HotelReviews,100.0,0.0,285,285,600
Chicago Radisson Blu Aqua (330)_3071,HotelReviews,100.0,0.0,118,118,251
SF  The Chancellor (303)_3751,HotelReviews,100.0,0.0,122,117,252
Chicago The Talbott (309)_2767,HotelReviews,100.0,0.0,84,84,182
SF  The Chancellor (303)_3665,HotelReviews,100.0,0.0,81,78,169
Chicago - La Quinta Inn & Suites (235)_3320,HotelReviews,100.0,0.0,179,176,383
Madison DoubleTree (255)_2099,HotelReviews,100.0,0.0,79,79,172
NY The Iroquois (300)_4518,HotelReviews,100.0,0.0,92,92,191
Chicago The Talbott (309)_2780,HotelReviews,100.0,0.0,490,479,1021
NY TRYP by Windham Times Square (200)_5175,HotelReviews,100.0,0.0,232,231,480
Madison DoubleTree (255)_2031,HotelReviews,100.0,0.0,42,42,88
SF The Presidio Travelodge (304)_4146,HotelReviews,100.0,0.0,127,127,271
Chicago - La Quinta Inn & Suites (235)_3466,HotelReviews,100.0,0.0,7,7,17
SF Renaissance Stanford Court (306)_4377,HotelReviews,100.0,0.0,125,124,263
NY The Iroquois (300)_4625,HotelReviews,100.0,0.0,222,219,460
SF The Presidio Travelodge (304)_3992,HotelReviews,100.0,0.0,255,251,525
NY The Surrey (300)_4854,HotelReviews,100.0,0.0,310,308,660
SF The Presidio Travelodge (304)_3930,HotelReviews,100.0,0.0,28,27,60
Chicago The Talbott (309)_2982,HotelReviews,100.0,0.0,422,422,881
Chicago Radisson Blu Aqua (330)_3180,HotelReviews,100.0,0.0,97,95,204
NY The Iroquois (300)_4616,HotelReviews,100.0,0.0,22,22,49
Chicago - La Quinta Inn & Suites (235)_3326,HotelReviews,100.0,0.0,96,96,200
SF Renaissance Stanford Court (306)_4272,HotelReviews,100.0,0.0,255,253,537
NY TRYP by Windham Times Square (200)_5075,HotelReviews,100.0,0.0,100,100,210
SF The Presidio Travelodge (304)_3867,HotelReviews,100.0,0.0,47,47,103
Chicago Radisson Blu Aqua (330)_3166,HotelReviews,100.0,0.0,139,139,291
Madison Concourse Hotel (337)_2584,HotelReviews,100.0,0.0,98,97,204
Chicago The Talbott (309)_2827,HotelReviews,100.0,0.0,110,108,234
Madison Concourse Hotel (337)_2579,HotelReviews,100.0,0.0,93,92,192
Chicago Radisson Blu Aqua (330)_3145,HotelReviews,100.0,0.0,57,57,125
NY The Surrey (300)_5014,HotelReviews,100.0,0.0,42,42,89
SF The Presidio Travelodge (304)_3918,HotelReviews,100.0,0.0,36,35,76
Chicago The Talbott (309)_2829,HotelReviews,100.0,0.0,45,45,97
SF  The Chancellor (303)_3595,HotelReviews,100.0,0.0,83,83,179
SF  The Chancellor (303)_3723,HotelReviews,100.0,0.0,230,229,479
SF  The Chancellor (303)_3687,HotelReviews,100.0,0.0,132,123,278
SF Renaissance Stanford Court (306)_4162,HotelReviews,100.0,0.0,186,181,394
Chicago The Talbott (309)_2944,HotelReviews,100.0,0.0,159,158,335
Chicago - La Quinta Inn & Suites (235)_3496,HotelReviews,100.0,0.0,81,81,172
Chicago The Talbott (309)_2719,HotelReviews,100.0,0.0,53,53,111
SF The Presidio Travelodge (304)_4113,HotelReviews,100.0,0.0,139,134,297
Chicago The Talbott (309)_2731,HotelReviews,100.0,0.0,92,92,196
SF Renaissance Stanford Court (306)_4180,HotelReviews,100.0,0.0,127,125,270
NY The Surrey (300)_4927,HotelReviews,100.0,0.0,75,75,163
Madison DoubleTree (255)_2227,HotelReviews,100.0,0.0,124,124,260
Chicago Radisson Blu Aqua (330)_3290,HotelReviews,100.0,0.0,151,151,315
SF Renaissance Stanford Court (306)_4368,HotelReviews,100.0,0.0,107,107,234
NY The Iroquois (300)_4647,HotelReviews,100.0,0.0,77,77,162
Chicago - La Quinta Inn & Suites (235)_3420,HotelReviews,100.0,0.0,154,152,324
Madison HotelRED (69)_2621,HotelReviews,100.0,0.0,39,39,82
Chicago - La Quinta Inn & Suites (235)_3453,HotelReviews,100.0,0.0,118,118,248
Chicago The Talbott (309)_2868,HotelReviews,100.0,0.0,136,136,283
Madison Concourse Hotel (337)_2568,HotelReviews,100.0,0.0,117,117,243
Madison Concourse Hotel (337)_2500,HotelReviews,100.0,0.0,337,336,704
SF Renaissance Stanford Court (306)_4230,HotelReviews,100.0,0.0,218,217,459
SF  The Chancellor (303)_3817,HotelReviews,100.0,0.0,195,184,404
Chicago - La Quinta Inn & Suites (235)_3354,HotelReviews,100.0,0.0,115,115,241
SF The Presidio Travelodge (304)_3945,HotelReviews,100.0,0.0,188,188,396
Chicago - La Quinta Inn & Suites (235)_3533,HotelReviews,100.0,0.0,48,46,101
Madison DoubleTree (255)_2140,HotelReviews,100.0,0.0,188,184,394
NY The Surrey (300)_4799,HotelReviews,100.0,0.0,218,216,459
NY The Iroquois (300)_4638,HotelReviews,100.0,0.0,6,6,17
NY TRYP by Windham Times Square (200)_5237,HotelReviews,100.0,0.0,102,100,218
NY TRYP by Windham Times Square (200)_5142,HotelReviews,100.0,0.0,336,323,713
Madison DoubleTree (255)_2076,HotelReviews,100.0,0.0,81,79,176
Madison Concourse Hotel (337)_2549,HotelReviews,100.0,0.0,197,196,417
Chicago The Talbott (309)_2720,HotelReviews,100.0,0.0,90,90,192
Chicago The Talbott (309)_2703,HotelReviews,100.0,0.0,92,92,193
Chicago Radisson Blu Aqua (330)_3114,HotelReviews,100.0,0.0,41,41,89
Madison Concourse Hotel (337)_2484,HotelReviews,100.0,0.0,23,23,49
Chicago - La Quinta Inn & Suites (235)_3394,HotelReviews,100.0,0.0,54,50,116
SF Renaissance Stanford Court (306)_4296,HotelReviews,100.0,0.0,137,136,289
NY TRYP by Windham Times Square (200)_5093,HotelReviews,100.0,0.0,95,95,205
Madison DoubleTree (255)_2215,HotelReviews,100.0,0.0,187,185,391
Chicago The Talbott (309)_2820,HotelReviews,100.0,0.0,72,70,154
Madison Concourse Hotel (337)_2537,HotelReviews,100.0,0.0,91,91,195
Madison Concourse Hotel (337)_2510,HotelReviews,100.0,0.0,226,226,472
NY The Surrey (300)_4810,HotelReviews,100.0,0.0,132,128,277
SF  The Chancellor (303)_3596,HotelReviews,100.0,0.0,45,45,98
Madison Concourse Hotel (337)_2405,HotelReviews,100.0,0.0,33,33,72
NY TRYP by Windham Times Square (200)_5205,HotelReviews,100.0,0.0,79,79,170
Madison Concourse Hotel (337)_2540,HotelReviews,100.0,0.0,73,73,157
Madison Concourse Hotel (337)_2596,HotelReviews,100.0,0.0,44,44,97
NY The Iroquois (300)_4559,HotelReviews,100.0,0.0,206,205,426
Madison DoubleTree (255)_2087,HotelReviews,100.0,0.0,119,119,248
NY The Surrey (300)_4885,HotelReviews,100.0,0.0,107,105,227
NY The Iroquois (300)_4722,HotelReviews,100.0,0.0,12,12,27
SF The Presidio Travelodge (304)_4091,HotelReviews,100.0,0.0,145,145,303
SF  The Chancellor (303)_3645,HotelReviews,100.0,0.0,40,39,88
